Ngày đăng,Loại hình,Diện tích (m²),Giá (tỷ),Giấy tờ pháp lý,Số phòng ngủ,Số phòng vệ sinh,Tình trạng nội thất,Link
30/10/2025,Nhà mặt phố tại Sapphire Palace,81.0,36.5,Sổ đỏ,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-chinh-kinh-phuong-thanh-xuan-trung-prj-sapphire-palace/-chu-toi-can-ban-gap-manh-dat-vang-con-sot-lai-tai-dt-81m-tang-giay-phep-xd-7t-pr44412220
29/10/2025,Nhà mặt phố tại phố Chính Kinh,80.0,37.9,Sổ đỏ/ Sổ hồng,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-chinh-kinh-phuong-thanh-xuan-trung/-lon-nguyen-trai-via-he-rong-ot-o-do-ngay-dem-vi-tri-dac-dia-kd-sam-uat-pr44409224
27/10/2025,Nhà mặt phố tại phố Chùa Bộc,107.8,59.5,Sổ đỏ/ Sổ hồng,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-chua-boc-phuong-phuong-lien-trung-tu/ban-1-can-duy-t-107m-so-dep-no-hau-pr44391196
28/10/2025,Nhà mặt phố tại phố Chùa Bộc,107.0,59.0,Sổ đỏ/ Sổ hồng,4,4,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-chua-boc-phuong-quang-trung/-dep-nhat-khu-vip-nhat-dong-da-mp-gan-nga-tu-pham-ngoc-thach-107-m-5-tang-mt-4m-59-pr44397493
24/10/2025,Nhà mặt phố tại phố Chùa Láng,60.0,31.5,Sổ đỏ/ Sổ hồng,8,7,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-chua-lang-phuong-lang-thuong/-ho-60m2-x-8-tang-tai-dong-da-ha-noi-view-ho-o-to-tranh-nhau-pr44179470
25/10/2025,Nhà mặt phố tại phố Cự Lộc,38.0,12.5,Sổ đỏ/ Sổ hồng,6,5,Cơ bản,https://batdongsan.com.vn/ban-nha-mat-pho-pho-cu-loc-phuong-nhan-chinh/-thanh-xuan-38m2-5t-hang-xom-royal-city-pr42842064
30/10/2025,Nhà mặt phố tại phố Cự Lộc,79.0,22.5,Sổ đỏ/ Sổ hồng,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-cu-loc-phuong-thuong-dinh/ban-79m2-3-thoang-hang-xom-royal-ciy-king-palace-pr43375098
25/10/2025,Nhà mặt phố tại phố Đại La,30.0,16.0,Sổ đỏ,3,3,Cơ bản,https://batdongsan.com.vn/ban-nha-mat-pho-pho-dai-la-phuong-bach-khoa/-kinh-doanh-o-to-via-he-minh-khai-tran-nghia-35m-16-ty-pr44374194
29/10/2025,Nhà mặt phố tại phố Đại La,98.0,52.0,Sổ đỏ,1,6,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-dai-la-phuong-truong-dinh/ban-lo-goc-85m-tien-4-6m-so-vuong-no-hau-chi-52-ty-pr43741507
22/10/2025,Nhà mặt phố tại phố Đại La,70.0,34.5,Sổ đỏ/ Sổ hồng,6,6,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-dai-la-phuong-truong-dinh/ban-vi-tri-dep-t-ngay-nga-tu-cho-mo-via-he-10m-gia-dau-tu-pr43013645
21/10/2025,Nhà mặt phố tại phố Đỗ Quang,60.0,55.0,Không rõ,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-do-quang-phuong-trung-hoa-4/sieu-vip-xay-moi-8t-thang-may-1-1-ngo-oto-tranh-gia-chi-55-ty-pr43795457
30/10/2025,Nhà mặt phố tại phố Đông Các,60.0,33.0,Sổ đỏ/ Sổ hồng,4,4,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-dong-cac-phuong-o-cho-dua/-trung-tam-da-l-gc-kinh-danh-dinh-t-tranh-4-tang-60m-33-ty-pr44411866
30/10/2025,Nhà mặt phố tại phố Đông Các,100.0,36.0,Không rõ,5,4,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-dong-cac-phuong-o-cho-dua/sieu-pham-t-tranh-kinh-danh-bat-chap-dep-5-tang-100m2-36-ty-pr44411942
29/10/2025,Nhà mặt phố tại phố Đồng Xuân,112.0,56.0,Sổ đỏ/ Sổ hồng,6,4,Cơ bản,https://batdongsan.com.vn/ban-nha-mat-pho-pho-dong-xuan-phuong-dong-xuan/ban-112m2-gia-56-ty-vi-tri-kim-cuong-quan-hoan-kiem-gia-re-t-khu-vuc-pr44410923
28/10/2025,Nhà mặt phố tại phố Hạ Đình,33.0,5.5,Đang chờ sổ,3,3,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-ha-dinh-phuong-thanh-xuan-trung/-em-co-can-3-tang-3pn-3wc-kd-sam-uat-mo-cua-la-co-tien-3-tang-xay-moi-pr44395384
28/10/2025,Nhà mặt phố tại phố Hàm Long,180.0,1.1,Sổ đỏ/ Sổ hồng,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-ham-long-phuong-hang-bai/ban-dt-180m2-mt-5-6m-no-hau-xay-8-tang-ctm-gia-850tr-m2-pr38399884
25/10/2025,Nhà mặt phố tại phố Hàm Long,40.0,48.0,Không rõ,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-ham-long-phuong-phan-chu-trinh/ban-40m2-x-5-tang-hoan-kiem-co-thang-may-mt-4m-dang-cho-thue-60tr-th-pr44372393
26/10/2025,Nhà mặt phố tại phố Hàm Long,40.0,48.0,Sổ đỏ/ Sổ hồng,4,4,Cơ bản,https://batdongsan.com.vn/ban-nha-mat-pho-pho-ham-long-phuong-tran-hung-dao/can-ban-dt-40m2-xay-5-tang-thang-may-lh-pr44378182
21/10/2025,Nhà mặt phố tại phố Hàng Điếu,43.0,10.5,Sổ đỏ/ Sổ hồng,2,2,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-hang-dieu-phuong-cua-dong/-tang-2-3-so-do-rieng-biet-wiu-pr44333573
27/10/2025,Nhà mặt phố tại phố Hàng Mã,51.0,55.0,Sổ đỏ/ Sổ hồng,6,7,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-hang-ma-phuong-hang-bo/ban-q-hk-kinh-doanh-tap-nap-dt-51m2-xay-4-tang-1-tum-mt-3-5m-no-hau-pr44384599
24/10/2025,Nhà mặt phố tại phố Hàng Nón,34.0,37.0,Khác,6,2,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-hang-non-phuong-hang-gai/chinh-chu-ban-gan-nga-tu-dieu-kinh-doanh-tot-san-so-do-35-ty-pr43616253
21/10/2025,Nhà mặt phố tại phố Hàng Trống,50.0,50.0,Không rõ,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-hang-trong-phuong-hang-trong/ban-mp-quan-hoan-kiem-dt-52m2-x-8t-mt-4m-t-may-pr36772037
25/10/2025,Nhà mặt phố tại phố Hào Nam,180.0,67.0,Sổ đỏ/ Sổ hồng,6,5,Cơ bản,https://batdongsan.com.vn/ban-nha-mat-pho-pho-hao-nam-phuong-cat-linh/ban-kinh-doanh-xay-building-dinh-gia-dau-tu-pr42465674
30/10/2025,Nhà mặt phố tại phố Hào Nam,91.0,30.0,Sổ đỏ/ Sổ hồng,3,4,Cơ bản,https://batdongsan.com.vn/ban-nha-mat-pho-pho-hao-nam-phuong-o-cho-dua/chinh-chu-ban-minh-doanh-vo-dich-quan-dong-da-ha-noi-pr43861709
30/10/2025,Nhà mặt phố tại phố Hoàng Cầu,60.0,28.9,Sổ đỏ/ Sổ hồng,6,6,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-hoang-cau-phuong-o-cho-dua/-thang-may-dien-tich-60m-x-7-tang-tien-5m-pr44413375
28/10/2025,Nhà mặt phố tại phố Hồng Tiến,50.0,25.0,Sổ đỏ/ Sổ hồng,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-hong-tien-phuong-bo-de/ban-quan-long-bien-50m2-5-tang-pr44400756
28/10/2025,Nhà mặt phố tại phố Khâm Thiên,90.0,46.0,Sổ đỏ/ Sổ hồng,6,5,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-kham-thien-phuong-kham-thien/ban-gap-dong-da-thoang-truoc-sau-gia-dau-tu-dt-90m2-mt-4-5m-5-tang-pr44399419
30/10/2025,Nhà mặt phố tại phố Khâm Thiên,36.0,21.0,Sổ đỏ,3,2,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-kham-thien-phuong-van-mieu-quoc-tu-giam/-36m-tien-4-4m-o-to-do-cua-ngay-dem-kinh-doanh-sieu-sam-uat-pr44413242
28/10/2025,Nhà mặt phố tại phố Khương Thượng,84.0,22.0,Sổ đỏ/ Sổ hồng,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-khuong-thuong-phuong-khuong-thuong/anh-that-ho-dt-84m2-mt-5-1m-gia-22-ty-view-dinh-pr42556288
27/10/2025,Nhà mặt phố tại phố Khương Thượng,53.0,27.0,Sổ đỏ/ Sổ hồng,10,6,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-khuong-thuong-phuong-khuong-thuong/ban-dong-da-kinh-doanh-dinh-2-thoang-via-he-dong-tien-dt-53m-7t-mt-4-1m-pr44382120
27/10/2025,Nhà mặt phố tại phố Khương Thượng,55.0,26.0,Sổ đỏ/ Sổ hồng,10,10,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-khuong-thuong-phuong-khuong-thuong/toa-ccmn-55m2-6-tang-10-ng-khep-kin-dong-tien-80tr-thang-pr44377227
24/10/2025,Nhà mặt phố tại phố Kim Hoa,36.0,13.99,Sổ đỏ/ Sổ hồng,4,3,Cơ bản,https://batdongsan.com.vn/ban-nha-mat-pho-pho-kim-hoa-phuong-phuong-lien/co-14-ty-can-goc-mp-xa-dan-via-he-kinh-doanh-sam-uat-oto-tranh-dt-36m-mt-3-2m-pr44367557
16/10/2025,Nhà mặt phố tại phố Kim Mã,21.0,10.2,Sổ đỏ/ Sổ hồng,3,4,Cơ bản,https://batdongsan.com.vn/ban-nha-mat-pho-pho-kim-ma-phuong-kim-ma/-via-he-rong-kinh-doanh-sam-uat-trung-tam-quan-ba-dinh-pr44299380
16/10/2025,Nhà mặt phố tại phố Kim Mã,40.0,32.0,Sổ đỏ/ Sổ hồng,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-kim-ma-phuong-kim-ma/sieu-pham-ba-dinh-xay-moi-7-tang-noi-1-tang-ham-vi-tri-vip-thoang-pr44087831
20/10/2025,Nhà mặt phố tại phố Kim Mã,52.0,22.8,Sổ đỏ/ Sổ hồng,5,5,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-kim-ma-phuong-kim-ma/sieu-re-ban-ba-dinh-52m2-6-tang-mt-4-8m-kinh-doanh-via-he-dt-500-trieu-nam-pr43585288
29/10/2025,Nhà mặt phố tại phố Lạc Trung,80.0,29.8,Sổ đỏ/ Sổ hồng,2,6,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-lac-trung-phuong-minh-khai/ban-toa-van-ng-hang-a-tai-29-8-ty-80m2-2pn-8-tang-gia-cuc-chat-pr44410988
07/10/2025,Nhà mặt phố tại phố Lạc Trung,72.0,35.0,Sổ đỏ/ Sổ hồng,2,2,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-lac-trung-phuong-thanh-luong/ban-3-tang-72m2-37-ty-lo-goc-3-thoang-pr43689287
30/10/2025,Nhà mặt phố tại phố Láng Hạ,135.0,0.65,Sổ đỏ/ Sổ hồng,6,6,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-lang-ha-phuong-lang-ha/ban-135m-x-7-tang-2-truoc-sau-tien-6m-no-u-dang-cho-thue-7000-pr40780837
27/10/2025,Nhà mặt phố tại phố Lê Thanh Nghị,70.0,36.0,Không rõ,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-le-thanh-nghi-phuong-bach-mai/ban-mp-70m-ngang-5m-via-he-4-lan-o-to-kd-dinh-dan-tri-cao-hien-ban-pr44383881
29/10/2025,Nhà mặt phố tại phố Lê Văn Hưu,110.0,48.0,Sổ đỏ/ Sổ hồng,6,6,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-le-van-huu-phuong-ngo-thi-nham/sieu-hiem-co-hai-ba-trung-110m2-5-tang-via-he-rong-kd-ngay-dem-gara-o-to-gia-48-ty-co-tl-pr44405023
28/10/2025,Nhà mặt phố tại phố Liên Trì,120.0,65.0,Sổ đỏ/ Sổ hồng,6,10,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-lien-tri-phuong-tran-hung-dao/-chinh-chu-ban-quan-hoan-kiem-dien-tich-108m2-6-tang-thang-may-gia-54-ty-pr40810482
30/10/2025,Nhà mặt phố tại phố Liễu Giai,60.0,29.5,Sổ đỏ/ Sổ hồng,6,6,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-lieu-giai-phuong-lieu-giai/1-0-2-phan-lo-2-ngo-o-to-tranh-60m2-5-tang-sat-kinh-doanh-29-5-ty-pr44413000
16/10/2025,Nhà mặt phố tại phố Linh Lang,90.0,64.9,Sổ đỏ/ Sổ hồng,5,5,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-linh-lang-phuong-cong-vi/-dao-tan-ba-dinh-90m2-6t-mt7m-gia-64-ty-pr44295541
29/10/2025,Nhà mặt phố tại phố Linh Lang,84.0,65.0,Sổ đỏ/ Sổ hồng,4,6,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-linh-lang-phuong-cong-vi/ban-84m2-tien-rong-kinh-doanh-dang-cap-gia-65-ty-pr44409982
16/10/2025,Nhà mặt phố tại phố Linh Lang,84.0,65.0,Sổ đỏ/ Sổ hồng,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-linh-lang-phuong-cong-vi/cuc-hiem-khu-nguoi-nhat-84m-mt7m-tri-kim-cuong-cho-thue-750tr-nam-650-ty-pr44299211
25/10/2025,Nhà mặt phố tại phố Linh Lang,84.0,65.0,Sổ đỏ,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-linh-lang-phuong-lieu-giai/-sieu-hiem-van-ng-kinh-doanh-cafe-84m2-mt-7m-pr44371273
25/10/2025,Nhà mặt phố tại phố Linh Lang,85.0,65.0,Không rõ,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-linh-lang-phuong-lieu-giai/ban-dao-tan-dien-tich-85m-tien-7m-pr44193470
28/10/2025,Nhà mặt phố tại phố Linh Lang,115.0,54.0,Sổ đỏ/ Sổ hồng,6,8,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-linh-lang-phuong-lieu-giai/ban-mp-phan-ke-binh-ba-dinh-115m2-6tang-mt8m-lo-goc-dang-cap-150tr-thang-54ty-pr44393312
30/10/2025,Nhà mặt phố tại phố Lương Định Của,101.0,58.0,Sổ đỏ/ Sổ hồng,6,6,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-luong-dinh-cua-phuong-phuong-lien/toa-92m-10t-mt6m-58-ty-thang-may-gara-oto-kinh-doanh-dong-tien-cao-pr43464120
22/10/2025,Nhà mặt phố tại phố Lý Thường Kiệt,45.0,15.3,Sổ đỏ/ Sổ hồng,5,4,Cơ bản,https://batdongsan.com.vn/ban-nha-mat-pho-pho-ly-thuong-kiet-phuong-quang-trung-17/-ha-dong-45m2-x-4t-x-mt-4m-lo-goc-2-thoang-via-he-rong-kinh-doanh-bat-chap-pr44321068
28/10/2025,Nhà mặt phố tại phố Mai Anh Tuấn,106.0,47.0,Sổ đỏ/ Sổ hồng,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-mai-anh-tuan-phuong-o-cho-dua/vi-tri-chien-luoc-long-duong-phinh-to-no-rong-ho-tuan-pr39385635
20/10/2025,Nhà mặt phố tại phố Mai Anh Tuấn,70.0,35.0,Sổ đỏ/ Sổ hồng,7,7,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-mai-anh-tuan-phuong-thanh-cong/ban-th-ba-dinh-7-tang-thang-may-thong-san-dt-70m2-mt-4-2m-pr44257764
17/10/2025,Nhà mặt phố tại phố Mai Dịch,58.0,25.0,Sổ đỏ/ Sổ hồng,7,7,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-mai-dich-phuong-mai-dich/ban-phan-lo-8-tang-thang-may-2-thoang-oto-chanh-dung-do-pr44203947
28/10/2025,Nhà mặt phố tại phố Mai Dịch,47.0,20.9,Sổ đỏ,4,4,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-mai-dich-phuong-mai-dich/chinh-chu-ban-5-tang-mp-kinh-doanh-dt-47m2-gia-20-9-ty-pr44396748
23/10/2025,Nhà mặt phố tại phố Nghĩa Tân,77.1,45.0,Không rõ,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-nghia-tan-phuong-nghia-tan-3/ban-tien-4-7m-dien-tich-77-1m-gia-43-ty-pr43981656
30/10/2025,Nhà mặt phố tại phố Ngọc Trì,120.0,29.5,Sổ đỏ/ Sổ hồng,2,2,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-ngoc-tri-phuong-thach-ban-1/-c4-130m-mt-5m-via-he-oto-tranh-kinh-doanh-gia-22-ty-pr42984322
27/10/2025,Nhà mặt phố tại phố Ngụy Như Kon Tum,72.0,65.0,Khác,6,6,Khác,https://batdongsan.com.vn/ban-nha-mat-pho-pho-nguy-nhu-kon-tum_1-phuong-nhan-chinh/ban-toa-vp-tum-thanh-xuan-70-m2-9-tang-mt-6-2-m-51-5-ty-pr41558404
26/10/2025,Nhà mặt phố tại phố Nguyễn Bá Khoản,84.0,46.5,Sổ đỏ/ Sổ hồng,6,4,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-nguyen-ba-khoan-phuong-trung-hoa-4/cuc-hiem-n-84m2-gia-46-5-ty-kinh-doanh-an-sinh-dinh-pr44377072
28/10/2025,Nhà mặt phố tại phố Nguyễn Đổng Chi,55.0,26.5,Sổ đỏ/ Sổ hồng,5,7,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-nguyen-dong-chi-phuong-cau-dien/-moi-55m2-x-8-tang-thiet-ke-da-nang-van-ng-de-o-vi-tri-dac-dia-hang-hiem-pr44394301
20/10/2025,Nhà mặt phố tại phố Nguyễn Phúc Lai,132.0,40.0,Sổ đỏ/ Sổ hồng,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-nguyen-phuc-lai-phuong-o-cho-dua/ban-hoang-cau-dt-132m2-mt-8-8m-duong-rong-60m-pr44237224
23/10/2025,Nhà mặt phố tại phố Phạm Tuấn Tài,61.0,40.0,Sổ đỏ,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-pham-tuan-tai-phuong-dich-vong-hau/ban-sieu-tan-lo-goc-3-thoang-gara-o-to-kinh-doanh-chi-nhinh-40ty-pr44030421
26/10/2025,Nhà mặt phố tại phố Phan Văn Trường,37.0,22.2,Sổ đỏ/ Sổ hồng,5,4,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-phan-van-truong-phuong-nghia-do-1/-cau-giay-kinh-doanh-via-he-rong-vi-tri-dac-dia-pr44380552
18/10/2025,Nhà mặt phố tại phố Phố Huế,85.0,49.6,Sổ đỏ,3,3,Cơ bản,https://batdongsan.com.vn/ban-nha-mat-pho-pho-pho-hue-phuong-pho-hue/ban-85m2-3-tang-tien-3-4m-nhinh-49-6-ty-via-he-rong-kinh-doanh-dinh-pr44046288
21/10/2025,Nhà mặt phố tại phố Phùng Hưng,54.0,35.0,Sổ đỏ/ Sổ hồng,3,3,Cơ bản,https://batdongsan.com.vn/ban-nha-mat-pho-pho-phung-hung-1-phuong-cua-dong/ban-35-ty-54m2-3pn-3wc-so-do-chinh-chu-pr43853778
25/10/2025,Nhà mặt phố tại phố Phùng Hưng,155.0,39.9,Sổ đỏ/ Sổ hồng,8,8,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-phung-hung-1-phuong-kien-hung/ban-toa-moi-xay-7-tang-dt-155m2-dong-tien-120tr-th-pr44373881
23/10/2025,Nhà mặt phố tại phố Quan Nhân,60.0,19.2,Không rõ,6,5,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-quan-nhan-phuong-nhan-chinh/ban-dep-60m2-20-2-ty-o-n-thanh-xuan-ha-noi-pr44358142
16/10/2025,Nhà mặt phố tại phố Quán Sứ,91.0,54.0,Sổ đỏ/ Sổ hồng,3,3,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-quan-su-phuong-hang-bong/toi-can-ban-gap-can-dien-tich-91m2-tien-4-12m-ngo-rong-pr43218534
20/10/2025,Nhà mặt phố tại phố Sài Đồng,57.0,24.9,Sổ đỏ/ Sổ hồng,3,6,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-sai-dong-phuong-sai-dong/ban-kinh-doanh-van-ng-long-bien-pr44230909
30/10/2025,Nhà mặt phố tại phố Sài Đồng,85.0,36.0,Sổ đỏ/ Sổ hồng,2,2,Cơ bản,https://batdongsan.com.vn/ban-nha-mat-pho-pho-sai-dong-phuong-sai-dong/can-ban-long-bien-ha-noi-pr43552996
30/10/2025,Nhà mặt phố tại phố Tạ Quang Bửu,29.0,13.5,Sổ đỏ/ Sổ hồng,3,6,Cơ bản,https://batdongsan.com.vn/ban-nha-mat-pho-pho-ta-quang-buu-phuong-bach-khoa/-trung-tam-kinh-doanh-sam-uat-tien-rong-dep-pr44410920
21/10/2025,Nhà mặt phố tại phố Thái Hà,30.0,22.7,Sổ đỏ/ Sổ hồng,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-thai-ha-phuong-lang-ha/ban-kinh-doanh-cuc-vip-sam-uat-via-he-sieu-rong-oto-do-2-thoang-pr44103793
25/10/2025,Nhà mặt phố tại phố Thái Hà,30.0,22.7,Sổ đỏ/ Sổ hồng,2,3,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-thai-ha-phuong-quang-trung/ban-via-he-rong-kinh-doanh-dinh-vi-tri-cuc-hiem-ban-gia-22-7-ty-pr44373129
28/10/2025,Nhà mặt phố tại phố Thái Hà,30.0,23.7,Không rõ,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-thai-ha-phuong-trung-liet/-23-7-ty-ma-co-dong-tien-50tr-tng-30m2-mt-4-1m-lon-duong-dep-pr44392238
30/10/2025,Nhà mặt phố tại phố Thái Thịnh,60.0,23.4,Không rõ,4,5,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-thai-thinh-phuong-thinh-quang/-vip-dong-da-dang-thue-kin-dt-60m-3-tang-mt-4-9m-chi-23-4-ty-pr43559399
30/10/2025,Nhà mặt phố tại phố Tôn Đức Thắng,128.0,59.9,Sổ đỏ/ Sổ hồng,2,6,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-ton-duc-thang-phuong-cat-linh/sieu-pham-tt-dong-da-sinh-loi-vuot-troi-kd-dinh-128m2-chi-59-9-ty-pr44413396
29/10/2025,Nhà mặt phố tại phố Tôn Đức Thắng,55.0,28.0,Sổ đỏ/ Sổ hồng,7,7,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-ton-duc-thang-phuong-hang-bot-1/-55m-mt-5-5m-28ty-2-thoang-via-he-rong-kd-sam-uat-gan-co-vip-gia-dau-tu-pr44407961
16/10/2025,Nhà mặt phố tại phố Tôn Đức Thắng,52.0,32.5,Sổ đỏ/ Sổ hồng,4,6,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-ton-duc-thang-phuong-van-mieu-quoc-tu-giam/can-tien-rong-5-7m-gan-kinh-doanh-dam-uat-da-nganh-nghe-no-hau-rat-loc-pr44291803
21/10/2025,Nhà mặt phố tại phố Trần Bình,83.0,46.7,Sổ đỏ/ Sổ hồng,9,9,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-tran-binh-phuong-mai-dich/-phan-lo-thang-may-kinh-doanh-van-ng-pr44223268
29/10/2025,Nhà mặt phố tại phố Trần Đại Nghĩa,47.9,54.0,Sổ đỏ/ Sổ hồng,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-tran-dai-nghia-phuong-bach-khoa/-lon-via-he-rong-ot-o-do-ngay-dem-vi-tri-dac-dia-kd-sam-uat-so-vuong-pr44402757
25/10/2025,Nhà mặt phố tại phố Trần Quốc Hoàn,45.0,24.0,Sổ đỏ/ Sổ hồng,5,6,Cơ bản,https://batdongsan.com.vn/ban-nha-mat-pho-pho-tran-quoc-hoan-phuong-nghia-do-1/hoang-viet-phan-lo-oto-tranh-ngo-to-nhu-kinh-doanh-sam-uat-thang-may-pr44376679
18/10/2025,Nhà mặt phố tại phố Trần Quý Kiên,80.0,50.0,Sổ đỏ/ Sổ hồng,6,5,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-tran-quy-kien-phuong-dich-vong/chinh-chu-ban-tai-cau-giay-ha-noi-dien-tich-400m2-5-tang-pr43788094
25/10/2025,Nhà mặt phố tại phố Trần Tử Bình,48.0,35.5,Sổ đỏ,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-tran-tu-binh-phuong-nghia-tan-3/cuc-hot-chinh-chu-can-tien-ban-gap-gia-chi-35-5-ty-lh-ngay-pr44325961
27/10/2025,Nhà mặt phố tại phố Trung Kính,136.0,57.0,Sổ đỏ/ Sổ hồng,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-trung-kinh-phuong-trung-hoa-4/chinh-chu-ban-dt-136m2-mt-9-2m-via-he-doanh-sam-uat-pr44382769
24/10/2025,Nhà mặt phố tại phố Trung Kính,110.0,56.0,Sổ đỏ/ Sổ hồng,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-trung-kinh-phuong-trung-hoa-4/chinh-chu-can-ban-gap-110m2-x-2-thoang-tien-9-2m-gia-56-ty-pr44214785
19/10/2025,Nhà mặt phố tại phố Trung Kính,86.0,33.0,Sổ đỏ/ Sổ hồng,5,5,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-trung-kinh-phuong-yen-hoa-2/-cau-giay-lo-goc-doanh-oto-tranh-dung-do-ngay-dem-dt-86m-mt-14m-pr44220548
28/10/2025,Nhà mặt phố tại phố Trung Kính,80.0,34.0,Sổ đỏ,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-trung-kinh-phuong-yen-hoa-2/ban-phan-lo-vip-cau-giay-can-goc-3-thoang-o-to-vao-pr44391400
23/10/2025,Nhà mặt phố tại phố Trung Kính,87.0,47.5,Khác,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-mat-pho-pho-trung-kinh-phuong-yen-hoa-2/can-ban-nh-34-cau-giay-vi-tri-vang-doanh-cho-thue-50-trieu-thang-pr44354768
18/10/2025,Nhà mặt phố tại phố Vạn Phúc,110.0,39.9,Sổ đỏ/ Sổ hồng,2,2,Cơ bản,https://batdongsan.com.vn/ban-nha-mat-pho-pho-van-phuc-phuong-van-phuc-1/ban-ha-dong-110m2-x3t-mt-8m-39-9-ty-lo-goc-3-thoang-2-via-he-xay-building-pr44311206
